Company,Role,Location,Salary Range,Status,Date Applied,Follow Up Date,Response,Interview Stage,Days To Response,Response Type,Cover Letter Used,What Worked,Tags,Notes,Career Page URL,Remote Policy,Remote Likelihood Score,Remote Evidence,Submission Lane,Submitted Resume Path,Submission Evidence Path,Submission Verified At
vCluster Labs,Talent Acquisition Partner,Munich,,Draft,,,,Initial,,,2026-02-24_vcluster-labs_talent-acquisition-partner,,consultant;architect;technical;support;developer;investor;strategy;analytics;health;recruiting;engineering;digital-nomad,"Discovered by Ralph Loop CI on 2026-02-24; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/vcluster-labs/jobs/2026-02-24_vcluster-labs_talent-acquisition-partner_e4c3f2ab.md
Tracker normalized on 2026-03-16: downgraded unverified Applied row back to ReadyToSubmit (missing submission_evidence_path,submission_verified_at).
Queue gate demoted on 2026-03-17 (fit=74/70, remote=93/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-talent-acquisition-partner-vcluster-labs-1130489,remote,93,remote_feed_source;remote_keyword;remote_us_scope,manual,,,
Lantern,Director AI Engineering,USA,,Draft,,,,Initial,,,2026-02-24_lantern_director-ai-engineering,,director;content;engineering,"Discovered by Ralph Loop CI on 2026-02-24; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/lantern/jobs/2026-02-24_lantern_director-ai-engineering_18bed8fd.md
Tracker normalized on 2026-03-16: downgraded unverified Applied row back to ReadyToSubmit (missing submission_evidence_path,submission_verified_at).
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-director-ai-engineering-lantern-1130486,remote,90,remote_feed_source;remote_keyword,manual,,,
SciLeads,Senior Product Manager Platform Life Sciences,,,Draft,,,,Initial,,,2026-02-24_scileads_senior-product-manager-platform-life-sciences,,manager;saas;support;leader;strategy;lead;senior;sales;non-tech,"Discovered by Ralph Loop CI on 2026-02-24; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/scileads/jobs/2026-02-24_scileads_senior-product-manager-platform-life-sciences_e4053682.md
Tracker normalized on 2026-03-16: downgraded unverified Applied row back to ReadyToSubmit (missing submission_evidence_path,submission_verified_at).
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-senior-product-manager-platform-life-sciences-scileads-1130484,remote,90,remote_feed_source;remote_keyword,manual,,,
GoodTime,Customer Success Manager,Remote,,Draft,,,,Initial,,,2026-02-24_goodtime_customer-success-manager,,manager;support;leader;recruiting;engineering,"Discovered by Ralph Loop CI on 2026-02-24; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/goodtime/jobs/2026-02-24_goodtime_customer-success-manager_9f4a42ba.md
Tracker normalized on 2026-03-16: downgraded unverified Applied row back to ReadyToSubmit (missing submission_evidence_path,submission_verified_at).
Queue gate demoted on 2026-03-17 (fit=74/70, remote=93/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-customer-success-manager-goodtime-1130483,remote,93,remote_feed_source;remote_keyword;remote_us_scope,manual,,,
Geotab,Business Development Manager Vocational,,,Draft,,,,Initial,,,2026-02-24_geotab_business-development-manager-vocational,,manager;leader;operations;analytics,"Discovered by Ralph Loop CI on 2026-02-24; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/geotab/jobs/2026-02-24_geotab_business-development-manager-vocational_57fa2409.md
Tracker normalized on 2026-03-16: downgraded unverified Applied row back to ReadyToSubmit (missing submission_evidence_path,submission_verified_at).
Queue gate demoted on 2026-03-17 (fit=74/70, remote=93/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-business-development-manager-vocational-geotab-1130482,remote,93,remote_feed_source;remote_keyword;remote_us_scope,manual,,,
Galileo Financial Technologies,Software Engineer,Seattle,,Draft,,,,Initial,,,2026-02-24_galileo-financial-technologies_software-engineer,,software;code;finance;financial;banking;excel;analytics;health;engineer;engineering,"Discovered by Ralph Loop CI on 2026-02-24; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/galileo-financial-technologies/jobs/2026-02-24_galileo-financial-technologies_software-engineer_ced32495.md
Tracker normalized on 2026-03-16: downgraded unverified Applied row back to ReadyToSubmit (missing submission_evidence_path,submission_verified_at).
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-software-engineer-galileo-financial-technologies-1130478,remote,90,remote_feed_source;remote_keyword,manual,,,
Parloa,Senior Partnerships Manager Spain Italy,Madrid,,Draft,,,,Initial,,,2026-02-24_parloa_senior-partnerships-manager-spain-italy,,manager;growth;management;lead;senior;marketing;sales,"Discovered by Ralph Loop CI on 2026-02-24; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/parloa/jobs/2026-02-24_parloa_senior-partnerships-manager-spain-italy_770ca1a9.md
Tracker normalized on 2026-03-16: downgraded unverified Applied row back to ReadyToSubmit (missing submission_evidence_path,submission_verified_at).
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-senior-partnerships-manager-spain-italy-parloa-1130475,remote,90,remote_feed_source;remote_keyword,manual,,,
Exadel,3D Designer,"Brazil, Poland",,Draft,,,,Initial,,,2026-02-24_exadel_3d-designer,,3d;design;designer;technical;support;marketing;engineering;digital-nomad,"Discovered by Ralph Loop CI on 2026-02-24; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/exadel/jobs/2026-02-24_exadel_3d-designer_6148d8e5.md
Tracker normalized on 2026-03-16: downgraded unverified Applied row back to ReadyToSubmit (missing submission_evidence_path,submission_verified_at).
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-3d-designer-exadel-1130473,remote,90,remote_feed_source;remote_keyword,manual,,,
Juul Labs,Division Manager KY WV,,,Draft,,,,Initial,,,2026-02-24_juul-labs_division-manager-ky-wv,,manager;growth;director;adult;leader;strategy;lead;operations;sales,"Discovered by Ralph Loop CI on 2026-02-24; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/juul-labs/jobs/2026-02-24_juul-labs_division-manager-ky-wv_e5b6d915.md
Tracker normalized on 2026-03-16: downgraded unverified Applied row back to ReadyToSubmit (missing submission_evidence_path,submission_verified_at).
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-division-manager-ky-wv-juul-labs-1130470,remote,90,remote_feed_source;remote_keyword,manual,,,
New Era Technology,SAP WalkMe Development Senior Consultant,India,,Draft,,,,Initial,,,2026-02-24_new-era-technology_sap-walkme-development-senior-consultant,,consultant;consulting;senior,"Discovered by Ralph Loop CI on 2026-02-24; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/new-era-technology/jobs/2026-02-24_new-era-technology_sap-walkme-development-senior-consultant_0e03a775.md
Tracker normalized on 2026-03-16: downgraded unverified Applied row back to ReadyToSubmit (missing submission_evidence_path,submission_verified_at).
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-sap-walkme-development-senior-consultant-new-era-technology-1130464,remote,90,remote_feed_source;remote_keyword,manual,,,
Sharebite,Engineering Manager,Remote,,Draft,,,,Initial,,,2026-02-24_sharebite_engineering-manager,,manager;design;technical;support;software;growth;management;lead;engineer;engineering;digital-nomad,"Discovered by Ralph Loop CI on 2026-02-24; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/sharebite/jobs/2026-02-24_sharebite_engineering-manager_5de197c0.md
Tracker normalized on 2026-03-16: downgraded unverified Applied row back to ReadyToSubmit (missing submission_evidence_path,submission_verified_at).
Queue gate demoted on 2026-03-17 (fit=74/70, remote=93/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-engineering-manager-sharebite-1130459,remote,93,remote_feed_source;remote_keyword;remote_us_scope,manual,,,
Anypear,Technical Architect AUS Company,,,Draft,,,,Initial,,,2026-02-24_anypear_technical-architect-aus-company,,architect;design;consultant;technical;management;recruitment;digital-nomad,"Discovered by Ralph Loop CI on 2026-02-24; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/anypear/jobs/2026-02-24_anypear_technical-architect-aus-company_7ccfe794.md
Tracker normalized on 2026-03-16: downgraded unverified Applied row back to ReadyToSubmit (missing submission_evidence_path,submission_verified_at).
Queue gate demoted on 2026-03-17 (fit=74/70, remote=93/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-technical-architect-aus-company-anypear-1130457,remote,93,remote_feed_source;remote_keyword;remote_us_scope,manual,,,
Judi Health,Senior Full Stack Software Developer,,,Draft,,,,Initial,,,2026-02-24_judi-health_senior-full-stack-software-developer,,developer;software;design;system;full-stack;management;senior;medical;health;healthcare;digital-nomad,"Discovered by Ralph Loop CI on 2026-02-24; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/judi-health/jobs/2026-02-24_judi-health_senior-full-stack-software-developer_be654e77.md
Tracker normalized on 2026-03-16: downgraded unverified Applied row back to ReadyToSubmit (missing submission_evidence_path,submission_verified_at).
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-senior-full-stack-software-developer-judi-health-1130456,remote,90,remote_feed_source;remote_keyword,manual,,,
OpenSea,Social Media Lead,New York CIty,,Draft,,,,Initial,,,2026-02-24_opensea_social-media-lead,,crypto;copywriter;strategy;lead;content;analytics;health;full-time;non-tech,"Discovered by Ralph Loop CI on 2026-02-24; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/opensea/jobs/2026-02-24_opensea_social-media-lead_9e491b79.md
Tracker normalized on 2026-03-16: downgraded unverified Applied row back to ReadyToSubmit (missing submission_evidence_path,submission_verified_at).
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-social-media-lead-opensea-1130454,remote,90,remote_feed_source;remote_keyword,manual,,,
Coderio,SaaS Configuration Analyst,,,Draft,,,,Initial,,,2026-02-24_coderio_saas-configuration-analyst,,saas;analyst;system;technical;support;software;test;growth;lead;junior;engineering,"Discovered by Ralph Loop CI on 2026-02-24; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/coderio/jobs/2026-02-24_coderio_saas-configuration-analyst_01ecb0d8.md
Tracker normalized on 2026-03-16: downgraded unverified Applied row back to ReadyToSubmit (missing submission_evidence_path,submission_verified_at).
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-saas-configuration-analyst-coderio-1130452,remote,90,remote_feed_source;remote_keyword,manual,,,
Arcadia,Sr Director Data Engineering & Analytics,United States,,Draft,,,,Initial,,,2026-02-24_arcadia_sr-director-data-engineering-analytics,,director;leader;management;lead;analytics;engineering;educational,"Discovered by Ralph Loop CI on 2026-02-24; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/arcadia/jobs/2026-02-24_arcadia_sr-director-data-engineering-analytics_da7a935a.md
Tracker normalized on 2026-03-16: downgraded unverified Applied row back to ReadyToSubmit (missing submission_evidence_path,submission_verified_at).
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-sr-director-data-engineering-analytics-arcadia-1130447,remote,90,remote_feed_source;remote_keyword,manual,,,
Too Good To Go,CX Specialist,Toronto,,Draft,,,,Initial,,,2026-02-24_too-good-to-go_cx-specialist,,golang;health;educational;non-tech,"Discovered by Ralph Loop CI on 2026-02-24; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/too-good-to-go/jobs/2026-02-24_too-good-to-go_cx-specialist_09ab3e79.md
Tracker normalized on 2026-03-16: downgraded unverified Applied row back to ReadyToSubmit (missing submission_evidence_path,submission_verified_at).
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-cx-specialist-too-good-to-go-1130446,remote,90,remote_feed_source;remote_keyword,manual,,,
Mentis AI,Real Estate Investor â Expert AI Trainer,,,Draft,,,,Initial,,,2026-02-24_mentis-ai_real-estate-investor-expert-ai-trainer,,trainer;training;financial;investment;investor;finance;analytics;non-tech,"Discovered by Ralph Loop CI on 2026-02-24; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/mentis-ai/jobs/2026-02-24_mentis-ai_real-estate-investor-expert-ai-trainer_b63cad0a.md
Tracker normalized on 2026-03-16: downgraded unverified Applied row back to ReadyToSubmit (missing submission_evidence_path,submission_verified_at).
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-real-estate-investor-expert-ai-trainer-mentis-ai-1130445,remote,90,remote_feed_source;remote_keyword,manual,,,
Nearform,Technical Lead DevOps,Italy,,Draft,,,,Initial,,,2026-02-24_nearform_technical-lead-devops,,technical;devops;lead;senior;engineering,"Discovered by Ralph Loop CI on 2026-02-24; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/nearform/jobs/2026-02-24_nearform_technical-lead-devops_0442fa74.md
Tracker normalized on 2026-03-16: downgraded unverified Applied row back to ReadyToSubmit (missing submission_evidence_path,submission_verified_at).
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-technical-lead-devops-nearform-1130443,remote,90,remote_feed_source;remote_keyword,manual,,,
You.com,Senior Security Engineer,San Francisco,,Draft,,,,Initial,,,2026-02-24_you-com_senior-security-engineer,,security;software;senior;engineer;engineering,"Discovered by Ralph Loop CI on 2026-02-24; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/you-com/jobs/2026-02-24_you-com_senior-security-engineer_e43c98d4.md
Tracker normalized on 2026-03-16: downgraded unverified Applied row back to ReadyToSubmit (missing submission_evidence_path,submission_verified_at).
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-senior-security-engineer-you-com-1130439,remote,90,remote_feed_source;remote_keyword,manual,,,
CI&amp;T,Job 27602 Mid level Developer NodeJS Brazil,Brazil,,Draft,,,,Initial,,,2026-02-24_ci-amp-t_job-27602-mid-level-developer-nodejs-brazil,,developer;javascript;nodejs;cloud;api;digital-nomad,"Discovered by Ralph Loop CI on 2026-02-24; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/ci-amp-t/jobs/2026-02-24_ci-amp-t_job-27602-mid-level-developer-nodejs-brazil_7d037530.md
Tracker normalized on 2026-03-16: downgraded unverified Applied row back to ReadyToSubmit (missing submission_evidence_path,submission_verified_at).
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-job-27602-mid-level-developer-nodejs-brazil-ciampt-1130433,remote,90,remote_feed_source;remote_keyword,manual,,,
Workleap,SpÃ©cialiste en acquisition de talents Pipeline & Sourcing,Canada,,Draft,,,,Initial,,,2026-02-24_workleap_sp-cialiste-en-acquisition-de-talents-pipeline-sourcing,,microsoft;leader,"Discovered by Ralph Loop CI on 2026-02-24; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/workleap/jobs/2026-02-24_workleap_sp-cialiste-en-acquisition-de-talents-pipeline-sourcing_cf86305e.md
Tracker normalized on 2026-03-16: downgraded unverified Applied row back to ReadyToSubmit (missing submission_evidence_path,submission_verified_at).
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-specialiste-en-acquisition-de-talents-pipeline-sourcing-workleap-1130432,remote,90,remote_feed_source;remote_keyword,manual,,,
Power Digital,Social Commerce Strategist,Canada,,Draft,,,,Initial,,,2026-02-24_power-digital_social-commerce-strategist,,consulting;strategist;growth;investment;content;marketing,"Discovered by Ralph Loop CI on 2026-02-24; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/power-digital/jobs/2026-02-24_power-digital_social-commerce-strategist_979b7fd5.md
Tracker normalized on 2026-03-16: downgraded unverified Applied row back to ReadyToSubmit (missing submission_evidence_path,submission_verified_at).
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-social-commerce-strategist-power-digital-1130431,remote,90,remote_feed_source;remote_keyword,manual,,,
Xsolla,HR Project Coordinator,Serbia,,Draft,,,,Initial,,,2026-02-24_xsolla_hr-project-coordinator,,hr;game;coordinator;support;financial;video;operational;recruitment;non-tech,"Discovered by Ralph Loop CI on 2026-02-24; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/xsolla/jobs/2026-02-24_xsolla_hr-project-coordinator_5e8459d9.md
Tracker normalized on 2026-03-16: downgraded unverified Applied row back to ReadyToSubmit (missing submission_evidence_path,submission_verified_at).
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-hr-project-coordinator-xsolla-1130428,remote,90,remote_feed_source;remote_keyword,manual,,,
Mechanical Orchard,Engineering Manager Delivery,United Kingdom (Remote),,Draft,,,,Initial,,,2026-02-24_mechanical-orchard_engineering-manager-delivery,,manager;system;technical;support;software;growth;travel;operational;engineer;engineering,"Discovered by Ralph Loop CI on 2026-02-24; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/mechanical-orchard/jobs/2026-02-24_mechanical-orchard_engineering-manager-delivery_fde28446.md
Tracker normalized on 2026-03-16: downgraded unverified Applied row back to ReadyToSubmit (missing submission_evidence_path,submission_verified_at).
Queue gate demoted on 2026-03-17 (fit=74/70, remote=93/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-engineering-manager-delivery-mechanical-orchard-1130426,remote,93,remote_feed_source;remote_keyword;remote_us_scope,manual,,,
AMI,AMI Engineer,Paris; Montreal; New York; Singapore,,Applied,2026-03-17,,,Initial,,,2026-03-17_ami_engineer,,ashby;direct;ai,Successfully submitted via specialized stealth script on 2026-03-17.,https://jobs.ashbyhq.com/ami/d8d6e7a5-d048-4381-b494-88acef00b237,Override,100,,stealth_apply_ami.py,applications/ami/tailored_resumes/2026-03-10_ami_ami-engineer.docx,applications/ami/submissions/stealth_v3_post_submit.png,2026-03-17T12:31:00.000000+00:00
Auto-demoted invalid Applied status on 2026-03-17 (missing=).,,,,,,,,,,,,,,,,,,,,,,
Queue auto-promotion skipped on 2026-03-17 (reason=integrity_demotion_same_run).,,,,,,,,,,,,,,,,,,,,,,
Queue gate passed on 2026-03-17 (fit=85/70, remote=100/50, track=general, lane=ci_auto:ashby).,,,,,,,,,,,,,,,,,,,
"CI submit unconfirmed on 2026-03-17 via ashby. Reason=confirmation_text_not_detected. Will retry next run.""",https://jobs.ashbyhq.com/ami/d8d6e7a5-d048-4381-b494-88acef00b237,override,100,csv_override,ci_auto:ashby,applications/ami/tailored_resumes/2026-03-10_ami_ami-engineer.docx,applications/ami/submissions/2026-03-10_ami_confirmation.png,2026-03-16T12:43:26.069502+00:00,,,,,,,,,,,,,,
Oracle,Sr Principal AI Software Engineer - ML & AI Innovation,"Seattle, WA; Nashville, TN; Redwood City, CA",,ReadyToSubmit,,,,Initial,,,2026-03-10_oracle_sr-principal-ai-software-engineer,,oracle;direct;ai,"Discovered by CTO on 2026-03-10. Bypassed initial gate. Job capture: applications/oracle/jobs/2026-03-10_oracle_sr-principal-ai-software-engineer.md
CI submit unconfirmed on 2026-03-17 via oracle. Reason=Manual submission required for Oracle. Will retry next run.",https://eeho.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/jobsearch/job/324362/,override,100,csv_override,ci_auto:oracle,,,
OPM,US Tech Force Talent Network,Remote,,Applied,2026-03-10,,,Initial,,,None,,opm;direct;ai,Joined Tech Force Talent Network on 2026-03-10 via techforce.gov.,https://techforce.gov,Override,100,,manual:opm,,applications/opm/submissions/techforce_join.png,
Perplexity,AI Software Engineer - Agents,"San Francisco, CA",,Applied,2026-03-11,,,Initial,,,2026-03-11_perplexity_ai-software-engineer-agents,,ashby;direct;ai,Apply via Ashby: https://jobs.ashbyhq.com/perplexity/bc1a6878-8de9-48c2-a791-95b2f8f27261,https://jobs.ashbyhq.com/perplexity/bc1a6878-8de9-48c2-a791-95b2f8f27261,override,100,csv_override,ci_auto:ashby,applications/perplexity/tailored_resumes/2026-03-11_perplexity_ai-software-engineer-agents.docx,applications/perplexity/submissions/stealth_post_submit.png,2026-03-16T12:43:26.072696+00:00
Palantir Technologies,Software Engineer New Grad Production Infrastructure,"Seattle, WA",,Draft,,,,Initial,,,2026-03-15_palantir-technologies_software-engineer-new-grad-production-infrastructure,,software;design;front-end;security;teaching;technical;code;java;cloud;typescript;reliability;go;health;engineer;backend;digital-nomad;forward-deployed;customer-facing;api-integration;python-requested,"Discovered by Ralph Loop CI on 2026-03-15; pending review and submission. Role track=fde; signals=customer-integration,fde-title,python; method=direct; lane=manual. Job capture: applications/palantir-technologies/jobs/2026-03-15_palantir-technologies_software-engineer-new-grad-production-infrastructure_89a91da7.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=missing_customer_facing_signal,python_requested_not_explicit_in_resume,unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-software-engineer-new-grad-production-infrastructure-palantir-technologies-1130763,remote,93,remote_feed_source;remote_keyword;remote_us_scope,manual,,,
Tribe AI,Forward Deployed AI Architect,United States,,Draft,,,,Initial,,,2026-03-17_tribe-ai_forward-deployed-ai-architect,,architect;design;consulting;technical;software;growth;lead;engineering;digital-nomad;forward-deployed;customer-facing;api-integration,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=fde; signals=customer-integration,fde-title; method=direct; lane=manual. Job capture: applications/tribe-ai/jobs/2026-03-17_tribe-ai_forward-deployed-ai-architect_4d0c8545.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=missing_customer_facing_signal,unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-forward-deployed-ai-architect-tribe-ai-1130777,remote,93,remote_feed_source;remote_keyword;remote_us_scope,manual,,,
Parloa,Head of Forward Deployment Engineering,New York,,Draft,,,,Initial,,,2026-03-17_parloa_head-of-forward-deployment-engineering,,technical;growth;strategy;lead;senior;health;engineering;forward-deployed;customer-facing;api-integration,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=fde; signals=customer-integration,fde-title; method=direct; lane=manual. Job capture: applications/parloa/jobs/2026-03-17_parloa_head-of-forward-deployment-engineering_ed481b67.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=missing_customer_facing_signal,unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-head-of-forward-deployment-engineering-parloa-1130693,remote,93,remote_feed_source;remote_keyword;remote_us_scope,manual,,,
ELECTE S.R.L.,Full-Stack Developer,Worldwide,"$33,6k–$50,4k",Draft,,,,Initial,,,2026-03-17_electe-s-r-l_full-stack-developer,,api;backend;frontend;fullstack;javascript;postgresql;python;sql;ai-ml;ci-cd;analytics;typescript;solid;serverless;infrastructure;github;cms;forward-deployed;customer-facing;api-integration;python-requested,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=fde; signals=customer-integration,python; method=direct; lane=manual. Job capture: applications/electe-s-r-l/jobs/2026-03-17_electe-s-r-l_full-stack-developer_3016c732.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=missing_customer_facing_signal,python_requested_not_explicit_in_resume,unsupported_site_for_ci_submit).",https://remotive.com/remote-jobs/software-development/full-stack-developer-2088652,remote,93,remote_feed_source;remote_keyword;remote_us_scope,manual,,,
Anuttacon,Audio AI Trainer,Worldwide,$25/hour,Draft,,,,Initial,,,2026-03-17_anuttacon_audio-ai-trainer,,video;ai-ml;research;game-design;data-analysis;stem;r;narrative-design;forward-deployed;customer-facing;api-integration;voice-ai,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=fde; signals=customer-integration,voice-audio; method=direct; lane=manual. Job capture: applications/anuttacon/jobs/2026-03-17_anuttacon_audio-ai-trainer_565ad3cf.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=missing_customer_facing_signal,unsupported_site_for_ci_submit).",https://remotive.com/remote-jobs/ai-ml/audio-ai-trainer-2087694,remote,93,remote_feed_source;remote_keyword;remote_us_scope,manual,,,
Lemon.io,Senior Full-stack React Developer,"Americas, Europe, Asia, Oceania",,Draft,,,,Initial,,,2026-03-17_lemon-io_senior-full-stack-react-developer,,android;aws;azure;c;data-science;fullstack;golang;ios;java;javascript;node-js;php;python;react;react-js;shopify;video;blockchain;ai-ml;rust;unity;spring;data-analysis;solidity;flask;typescript;angular;gcp;data-engineering;symfony;startup;marketplace;next-js;forward-deployed;customer-facing;api-integration;python-requested,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=fde; signals=customer-integration,python; method=direct; lane=manual. Job capture: applications/lemon-io/jobs/2026-03-17_lemon-io_senior-full-stack-react-developer_b5143cf0.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=missing_customer_facing_signal,python_requested_not_explicit_in_resume,unsupported_site_for_ci_submit).",https://remotive.com/remote-jobs/software-development/senior-full-stack-react-developer-2088644,remote,93,remote_feed_source;remote_keyword;remote_us_scope,manual,,,
Loancrate,Senior Security Engineer,,,Draft,,,,Initial,,,2026-03-17_loancrate_senior-security-engineer,,infosec;terraform;docker;postgres;javascript;typescript;forward-deployed;customer-facing;api-integration;python-requested,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=fde; signals=customer-integration,python; method=direct; lane=manual. Job capture: applications/loancrate/jobs/2026-03-17_loancrate_senior-security-engineer_35d1391d.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=missing_customer_facing_signal,python_requested_not_explicit_in_resume,unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-senior-security-engineer-loancrate-1130795,remote,93,remote_feed_source;remote_keyword;remote_us_scope,manual,,,
Kastle,AI Trainer,,,Draft,,,,Initial,,,2026-03-17_kastle_ai-trainer,,trainer;system;testing;voice;financial;operations;part-time;forward-deployed;customer-facing;api-integration;voice-ai,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=fde; signals=customer-integration,voice-audio; method=direct; lane=manual. Job capture: applications/kastle/jobs/2026-03-17_kastle_ai-trainer_7859c266.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=missing_customer_facing_signal,unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-ai-trainer-kastle-1130776,remote,93,remote_feed_source;remote_keyword;remote_us_scope,manual,,,
